Package,Name,Version,Architecture
com.zqbb.dynamic120hz,Dynamic120hz,3.3.0-1,iphoneos-arm64
com.zqbb.hello.keyboard.ai,HelloKeyboardAI,4.1.0-5,iphoneos-arm64
co.shoyu.miso,Miso,1.0,iphoneos-arm64
cum.0xilis.badger,Badger,1.2,iphoneos-arm
cum.0xilis.unsigncuts,Unsigncuts,2.0,iphoneos-arm64
dev.rugmj.pinnacle,Pinnacle,1.1.0,iphoneos-arm64
dr.erast.notifake,Notifake,1.0.0,iphoneos-arm
dr.erast.violet,Violet,1.1.1,iphoneos-arm
dr.erast.violetpro,Violet Pro,1.0.0,iphoneos-arm64
dr.erast.witcher,Witcher,1.0.1,iphoneos-arm64
edzondiaz.linebit,Linebit,1.7,iphoneos-arm64
eg.anubistweaks.boardswipe,BoardSwipe,1.0.0,iphoneos-arm64
eg.anubistweaks.dockcuts,DockCuts,1.0.2,iphoneos-arm64
eg.anubistweaks.neatmenu,Neatmenu,1.0.0,iphoneos-arm64
eg.anubistweaks.phoneenhancer15,PhoneEnhancer 15,2.0.0,iphoneos-arm64
eg.anubistweaks.rotatepro,RotatePro,1.0.3,iphoneos-arm64
eg.anubistweaks.translux,TransLux,1.1.0,iphoneos-arm64
fr.rootfs.rode,Rode,1.0,iphoneos-arm64
in.tnttaol.darker,Darker Plus,2.14,iphoneos-arm64
jp.bakera1n.enablestagemanager,EnableStageManager,0.0.6,iphoneos-arm64
jp.r-plus.activityaction2,ActivityAction,2.2.0,iphoneos-arm64
jp.r-plus.anykeytrackpad,AnyKeyTrackpad,1.1,iphoneos-arm64
jp.r-plus.cloaky2,Cloaky (iOS 11-14),8.1.1,iphoneos-arm
jp.r-plus.menusupport,MenuSupport,1.3.0,iphoneos-arm64
jp.r-plus.sleipnizer4,Sleipnizer for Safari (iOS 9-14),11.0.5,iphoneos-arm
jp.r-plus.sleipnizer5,Sleipnizer for Safari (iOS 15-16),12.0,iphoneos-arm64
jp.soh.aod,AOD (iOS12-13),6.4,iphoneos-arm
jp.soh.ct,CPUTool,2.0,iphoneos-arm
jp.soh.freepip,FreePIP,0.0.3,iphoneos-arm
jp.soh.iconator2,Iconator2 (iOS11-12),3.0,iphoneos-arm
jp.soh.jailbreakupdatechecker,Jailbreak Update Checker,0.0.2,iphoneos-arm
jp.soh.reprovision,ReProvision Reborn,0.8.4~release,iphoneos-arm
jp.soh.restatsreborn,ReStats Reborn,1.4,iphoneos-arm
jp.uzra.aerial,Aerial,4.2,iphoneos-arm64
jp.uzra.gestune,Gestune,1.0.0,iphoneos-arm64
jp.uzra.halo,HALO,2.4,iphoneos-arm64
jp.uzra.nations,Nations,1.0,iphoneos-arm64
jp.uzra.nazuna,Nazuna,1.2,iphoneos-arm64
jp.uzra.planetes,Planetes,1.2,iphoneos-arm64
jp.uzra.resentment,Resentment,1.2,iphoneos-arm64
jp.uzra.verxina,Verxina,1.3,iphoneos-arm64
jp.yuri.milkyway3,MilkyWay3,0.2.8,iphoneos-arm
lol.itsnebula.modernos,modernOS,1.2,iphoneos-arm64
me.ahmedbafkir.dleasy,DLEasy,2.14.8,iphoneos-arm64
me.hans32.presets,Presets,1.0,iphoneos-arm64
me.jez.minimal,Minimal,1.1.3,iphoneos-arm
me.lau.anne,Anne,1.0.1,iphoneos-arm
me.tomt000.copylog,CopyLog,1.7,iphoneos-arm64
me.tomt000.stageduo,Dynamic Stage,1.2,iphoneos-arm64
net.sourceloc.instantcamera,InstantCamera,1.1,iphoneos-arm64
net.sourceloc.pinanim,PinAnim,2.0,iphoneos-arm64
one4studio.ares,Ares - Bundle,1.0,iphoneos-arm64
orensito.Tango,Tango,1.27,iphoneos-arm64
org.coolstar.betterpowerdown-modern,BetterPowerDown 2,2.0.0-1,iphoneos-arm
org.coolstar.classicfolders3,ClassicFolders 3,3.0.0,iphoneos-arm
org.coolstar.ldid,ldid (CoolStar Standalone Fork),2.1.2,iphoneos-arm
org.coolstar.libhooker,libhooker-shim,0.0.1.1,iphoneos-arm
org.coolstar.ventana-modern,Ventana,1.7.0,iphoneos-arm
org.hahalosah.nofreeapplimit,NoFreeAppLimit,0.1,iphoneos-arm
org.haxi0.lunar,Lunar,2.0.2,iphoneos-arm64
org.packix.flixenhancer,FlixRatings for Netflix,3.2.6,iphoneos-arm64
org.packix.sleeper,Sleeper (iOS 8-14),7.0.5,iphoneos-arm
ovh.exerhythm.cardculator,Cardculator,2.1,iphoneos-arm64
tw.hiraku.ikeywi3p,iKeywi 3 (iOS 8~12),3.4.3,iphoneos-arm
tw.hiraku.ikeywi4,iKeywi 4,4.2.1,iphoneos-arm64
wiki.qaq.colorfulwallpaperx,Colorful Wallpaper X,5.6,iphoneos-arm64
wiki.qaq.trapp.jb,TrollRecorder JB,4.1-3448,iphoneos-arm64
wiki.qaq.writenow,Write Now,2.3,iphoneos-arm64
